4,1.1228,1.3373
404,3.3624,3.1991
808,3.8400,3.7308
1216,4.1952,4.2564
1628,4.3365,4.3424
2044,4.6408,4.7686
2464,4.5343,4.7876
2888,4.5260,5.4608
3316,4.5283,4.8088
3748,4.5278,4.7870
4184,5.0244,5.5610
4624,5.0225,5.4045
5068,5.0987,5.4013
5516,5.1104,5.3951
5968,5.6074,5.4087
6424,5.0251,5.4105
6888,5.0249,5.4893
7356,5.0242,6.1013
7828,5.0283,5.4020
8304,5.3200,6.0762
8784,5.6059,5.9834
9268,5.4325,5.9846
9760,5.4419,5.9801
10256,5.4006,6.0148
10756,5.4648,6.0790
11260,5.3238,6.4983
11772,5.3240,6.1446
12288,5.3212,6.2059
12808,5.8223,5.9830
13336,5.3185,6.0352
13868,5.9025,5.9878
14404,5.3234,5.9979
14948,5.3231,6.0317
15496,5.3227,5.9825
16048,5.3935,5.9870
16608,5.8365,6.5630
17172,5.8356,6.5738
17740,5.8313,6.8287
18316,5.8365,6.5766
18896,5.8433,6.6194
19484,5.8395,6.6370
20076,5.8377,6.5712
20676,5.8376,6.6904
21280,5.8369,6.5541
21892,5.8410,6.6362
22508,5.8347,6.8667
23132,5.8411,6.9868
23760,6.1921,7.1510
24396,7.7243,8.0613
25036,5.8323,8.0795
25684,5.9272,6.7363
26340,5.8341,10.3216
27000,5.8365,7.4222
27668,5.8354,6.5716
28344,5.8358,6.5688
29024,5.9275,6.6820
29712,5.8346,6.7013
30408,5.9431,6.5722
31112,5.8367,6.8349
31820,5.7062,6.4348
32536,5.7862,6.2829
33260,6.0012,7.8307
33992,5.9002,7.8954
34728,6.0148,6.8863
35472,5.9002,6.8778
36224,7.1081,6.8960
36984,5.9027,6.8794
37752,6.4957,6.8781
38528,6.0000,6.8733
39312,5.9070,6.9008
40104,5.9020,7.0255
40904,5.9010,6.9469
41712,5.9048,6.9674
42528,5.9012,6.8643
43352,5.9889,6.8634
44184,6.5435,6.8635
45024,6.0349,6.9658
45872,5.9026,7.6519
46728,6.1441,6.8755
47592,6.0271,6.7502
48464,5.9881,8.3343
49348,6.0460,6.7908
50240,5.9012,6.8601
51140,5.9717,9.0985
52048,6.0324,7.2554
52968,6.0300,7.1570
53896,6.5160,9.2269
54832,5.9034,7.0292
55780,6.0024,7.1173
56736,5.9013,6.8643
57700,6.0139,6.9384
58676,6.0072,6.8640
59660,6.3782,6.8128
60656,6.4926,7.0182
61660,6.0289,7.1658
62676,6.0317,7.1194
63700,6.1433,7.1256
64736,6.6171,7.0126
65780,6.4630,7.4959
66836,6.7366,7.5384
67904,6.5420,7.6369
68980,6.6148,8.5623
70068,6.5424,7.6197
71168,6.5462,7.6171
72276,6.5412,8.1252
73396,6.5401,7.5905
74528,6.5414,7.5895
75672,6.5413,8.1867
76828,6.5332,7.6177
77996,6.6574,8.3312
79172,6.6931,7.7754
80360,6.8755,7.6377
81560,6.5414,7.5886
82772,6.5422,7.5850
83996,6.5409,7.6493
85232,6.5408,7.5831
86484,6.5484,7.5862
87748,6.6764,7.7652
89024,6.4305,8.9173
90312,6.5365,7.6433
91612,6.7540,7.5820
92928,6.6675,7.9145
94256,6.6556,7.6204
95596,6.5424,7.6117
96948,9.2150,7.9226
98316,6.5418,7.6661
99696,6.5422,7.5917
101092,6.5457,7.5968
102500,6.5453,7.6229
103924,6.5435,7.5903
105360,6.5478,7.6185
106812,6.5345,7.6356
108280,6.5386,7.5820
109760,6.5429,7.5941
111256,6.5411,7.6247
112768,6.5409,7.5968
114292,6.5474,7.5995
115832,6.6549,7.5908
117388,6.8384,7.9104
118960,6.5474,8.7653
120548,6.4558,7.4701
122152,6.4521,8.7170
123772,6.5368,7.6846
125408,6.5444,7.6690
127060,7.0640,7.9615
128728,6.5369,7.5832
130412,6.5427,7.6351
132116,6.9201,8.5625
133836,6.9239,8.2860
135572,6.9255,8.2414
137324,6.9287,8.5740
139096,6.9260,8.3843
140884,6.9246,8.4615
142692,6.9275,8.1710
144516,6.9280,8.5185
146360,6.9261,10.2001
148220,6.8003,8.2127
150100,6.8183,8.8065
152000,6.9214,8.8028
153916,6.9147,7.9994
155852,7.5131,8.3989
157808,6.9527,8.0275
159784,6.7779,8.4269
161780,7.7083,8.3825
163796,6.7833,9.0538
165832,6.7802,8.1925
167888,6.9038,8.1818
169964,6.7823,8.3438
172060,6.7765,8.2168
174180,7.4419,7.9951
176320,6.8412,8.0177
178480,6.7867,8.3581
180664,6.9296,8.2732
182868,6.9259,8.4698
185096,6.7845,8.1695
187344,6.7837,8.0017
189616,6.7810,8.2645
191912,6.8276,7.9971
194228,6.7832,8.1319
196568,7.4625,8.3958
198932,6.7768,8.0814
201320,6.7844,8.0253
203732,7.4752,8.0233
206168,6.7806,8.0666
208628,7.2049,9.3298
211112,6.7777,8.3777
213620,6.7820,8.1930
216156,6.7790,8.3803
218716,6.7817,8.0274
221300,6.7785,8.0369
223912,6.7814,8.1559
226548,6.7793,7.9952
229212,6.7814,8.1446
231904,6.7843,8.3890
234620,6.7799,8.3678
237364,6.7835,8.3583
240136,6.7835,10.1557
242936,8.0953,9.9204
245764,14.6934,12.9240
248620,8.4583,10.1187
251504,14.6898,14.7271
254416,16.1407,8.6899
257360,6.9375,8.1204
260332,7.3849,8.5722
263332,7.0798,8.6424
266364,7.0804,8.6542
269424,7.1492,8.6652
272516,7.0790,8.7017
275640,7.0763,8.6823
278796,7.0779,9.8285
281980,8.3383,9.6332
285196,9.5817,11.6013
288444,9.3774,11.6941
291728,8.7239,9.9652
295044,8.6902,10.9333
298392,7.2423,8.8297
301772,7.2284,8.9758
305188,7.3108,9.2375
308636,7.2308,8.7995
312120,7.2254,8.9988
315640,7.2305,9.5729
319196,7.2334,9.3912
322784,7.2378,8.9305
326408,7.2335,8.8040
330072,7.2282,8.8100
333772,7.2311,8.8665
337508,7.2319,8.9336
341280,7.2288,8.9543
345092,7.2280,9.2670
348940,7.2264,9.9241
352828,7.3724,8.9108
356756,7.3788,8.8750
360720,7.9646,9.4504
364724,7.3886,8.8160
368768,7.3791,8.8761
372852,7.2357,9.3883
376980,7.3810,8.8363
381148,7.3806,8.9443
385356,7.7146,8.8073
389608,7.2310,8.9050
393904,7.2265,8.8435
398240,7.2310,8.8337
402620,7.5392,9.0562
407044,7.2297,8.8305
411512,7.2256,9.0429
416024,7.6335,11.0523
420584,7.3004,8.8492
425188,9.3833,10.1538
429836,7.2308,8.9795
434532,7.2261,10.6691
439276,7.2293,8.8092
444068,7.2306,9.9666
448908,7.2296,10.3539
453796,7.2993,8.8656
458732,7.9872,10.8870
463716,7.2292,9.1547
468752,7.2390,9.9455
473836,8.2167,9.3564
478972,7.2324,9.5325
484160,7.2383,8.8177
489400,7.3448,8.8123
494692,9.0716,8.8602
500036,7.2304,8.8243
505436,7.2303,9.7842
510888,8.0674,8.8813
516396,7.2298,8.8744
521956,8.1281,9.0276
527572,7.6934,9.2373
533244,7.6080,9.2452
538976,7.6110,9.2396
544764,7.6093,9.2541
550608,8.1044,10.9888
556512,8.8988,10.0470
562476,8.3420,9.4173
568500,7.6155,9.7833
574584,7.6118,10.7165
580728,7.7203,10.2730
586932,7.7393,10.1009
593200,8.5094,9.3056
599528,7.6865,14.9675
605920,9.7030,9.8129
612376,7.6077,9.3085
618896,7.6180,11.7841
625484,7.6098,9.3244
632136,7.6117,9.2599
638856,7.6084,9.2750
645644,7.6065,9.7848
652500,7.6070,9.3078
659424,7.6094,9.3696
666416,8.8459,9.2606
673480,7.7015,9.4702
680612,8.4259,9.3969
687816,10.5331,9.3985
695092,7.6126,10.1332
702440,7.6141,9.2720
709864,7.6102,10.5841
717360,9.0302,9.2880
724932,7.9986,9.9718
732580,7.9844,11.5027
740304,9.2041,9.6973
748104,7.6130,9.2756
755984,7.6095,9.2290
763940,8.3143,11.2250
771976,7.6106,9.2501
780092,7.6116,10.1050
788292,8.9756,9.3941
796572,7.8541,10.2203
